recommendation,repository,number,url,title,state,merged_at,head_repo,head_branch,duplicate_count,repo_fit,repo_stars,currently_lists_openmagic,repo_archived,repo_pushed_at,changed_paths,added_lines
close_duplicate,openbestof/awesome-ai,57,https://github.com/openbestof/awesome-ai/pull/57,Add OpenMagic to LLMs Backend,open,,Kalmuraee/awesome-ai,openmagic-llms-backend,9,high,585,False,False,2024-05-04T13:09:19Z,readme.md,"| <img src=""https://github.com/Kalmuraee/OpenMagic"" width=""30"" height=""30""> | [OpenMagic](https://github.com/Kalmuraee/OpenMagic) | AI-powered coding toolbar for any web app that captures element context, previews diffs, and applies approved changes through a reverse proxy. | ![GitHub Repo stars](https://img.shields.io/github/stars/Kalmuraee/OpenMagic) |"
close_duplicate,openbestof/awesome-ai,58,https://github.com/openbestof/awesome-ai/pull/58,Add OpenMagic to Code Assistant,open,,Kalmuraee/awesome-ai,openmagic-code-assistant-openbestof,9,high,585,False,False,2024-05-04T13:09:19Z,readme.md,"| <img src=""https://ai.openbestof.com/images/tools/openmagic_icon.webp"" width=""30"" height=""30""> | [OpenMagic](https://github.com/Kalmuraee/OpenMagic) | OpenMagic is a browser-side AI coding toolbar for live web app edits with context capture and approved diffs. | ![GitHub Repo stars](https://img.shields.io/github/stars/Kalmuraee/OpenMagic) |"
close_duplicate,openbestof/awesome-ai,60,https://github.com/openbestof/awesome-ai/pull/60,Add OpenMagic to Knowledge Manager,open,,Kalmuraee/awesome-ai,openmagic-knowledge-manager-openbestof,9,high,585,False,False,2024-05-04T13:09:19Z,readme.md,"| <img src=""https://ai.openbestof.com/images/tools/openmagic_icon.webp"" width=""30"" height=""30""> | [OpenMagic](https://github.com/Kalmuraee/OpenMagic) | Browser-side AI coding toolbar for live web app edits with context capture and approved diffs. | ![GitHub Repo stars](https://img.shields.io/github/stars/Kalmuraee/OpenMagic) |"
close_duplicate,tomrzv/Awesome-AI-Coding-Tools,3,https://github.com/tomrzv/Awesome-AI-Coding-Tools/pull/3,Add OpenMagic to Awesome-AI-Coding-Tools,open,,Kalmuraee/Awesome-AI-Coding-Tools-1,openmagic-add,2,high,1,False,False,2026-03-30T08:13:28Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
close_duplicate,vinkius-labs/awesome-ai-coding-agents,1,https://github.com/vinkius-labs/awesome-ai-coding-agents/pull/1,Add OpenMagic,open,,Kalmuraee/awesome-ai-coding-agents,openmagic-add,2,high,2,False,False,2026-04-14T18:49:32Z,README.md,"| [OpenMagic](https://github.com/Kalmuraee/OpenMagic) | Web apps / browser overlay | Native | AI-powered coding toolbar for any web app with element context, diff previews, and approved reverse-proxy edits |"
close_duplicate,whitepeak-studio/awesome-ai-tools,1,https://github.com/whitepeak-studio/awesome-ai-tools/pull/1,Add OpenMagic,open,,Kalmuraee/awesome-ai-tools-9,openmagic-add,2,high,0,False,False,2026-03-12T15:26:58Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
close_inactive_repository,ColinEberhardt/awesome-ai-developer-tools,20,https://github.com/ColinEberhardt/awesome-ai-developer-tools/pull/20,Add OpenMagic to awesome-ai-developer-tools,open,,Kalmuraee/awesome-ai-developer-tools,openmagic-add,1,high,37,False,True,2026-01-19T10:07:37Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
closed_unmerged,angrykoala/awesome-browser-automation,101,https://github.com/angrykoala/awesome-browser-automation/pull/101,Add OpenMagic to awesome-browser-automation,closed,,Kalmuraee/awesome-browser-automation,openmagic-add,2,low,634,False,False,2026-07-28T14:46:02Z,README.md,"* [OpenMagic](https://github.com/Kalmuraee/OpenMagic) - AI-powered coding toolbar for any web app that captures element context, previews diffs, and applies approved changes through a reverse proxy."
closed_unmerged,angrykoala/awesome-browser-automation,102,https://github.com/angrykoala/awesome-browser-automation/pull/102,Add OpenMagic to AI browser tools,closed,,Kalmuraee/awesome-browser-automation,openmagic-ai-browser,2,low,634,False,False,2026-07-28T14:46:02Z,README.md,"* [OpenMagic](https://github.com/Kalmuraee/OpenMagic) - AI-powered coding toolbar for any web app that captures element context, previews diffs, and applies approved changes through a reverse proxy."
closed_unmerged,brandonhimpfen/awesome-ai-coding-agents,5,https://github.com/brandonhimpfen/awesome-ai-coding-agents/pull/5,Add OpenMagic to IDE Integrations,closed,,Kalmuraee/awesome-ai-coding-agents-2,openmagic-ide-integrations-brandon,2,high,6,False,False,2026-04-27T18:40:08Z,README.md,- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) — Browser-side AI coding toolbar for live web app edits with context capture and approved diffs.
closed_unmerged,brandonhimpfen/awesome-ai-coding-agents,6,https://github.com/brandonhimpfen/awesome-ai-coding-agents/pull/6,Add OpenMagic to IDE Integrations,closed,,Kalmuraee/awesome-ai-coding-agents-2,openmagic-ide-integrations-br2,2,high,6,False,False,2026-04-27T18:40:08Z,README.md,- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) — Browser-side AI coding toolbar for live web app edits with context capture and approved diffs.
closed_unmerged,doocs/awesome-ai,15,https://github.com/doocs/awesome-ai/pull/15,Add OpenMagic,closed,,Kalmuraee/awesome-ai-1,openmagic-add,1,low,220,False,False,2026-06-16T14:20:48Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
closed_unmerged,ElNiak/awesome-ai-cybersecurity,9,https://github.com/ElNiak/awesome-ai-cybersecurity/pull/9,Add OpenMagic,closed,,Kalmuraee/awesome-ai-cybersecurity,openmagic-add,1,low,153,False,False,2026-08-21T07:32:54Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
closed_unmerged,Icloudeng/awesome-ai-coding-tools,8,https://github.com/Icloudeng/awesome-ai-coding-tools/pull/8,Add OpenMagic to AI IDE,closed,,Kalmuraee/awesome-ai-coding-tools-9,openmagic-ide-icloudeng,2,high,1,False,False,2026-04-23T06:56:08Z,README.md,- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) - Browser-side AI coding toolbar for live web app edits with context capture and approval-gated diffs. ([Read more](/details/openmagic.md)) `browser` `editing` `diff`
closed_unmerged,jamesmurdza/awesome-ai-devtools,465,https://github.com/jamesmurdza/awesome-ai-devtools/pull/465,Add OpenMagic to awesome-ai-devtools,closed,,Kalmuraee/awesome-ai-devtools,openmagic-add,1,high,3920,False,False,2026-08-27T15:25:27Z,README.md,"- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) — AI-powered coding toolbar for any web app. Injects a floating toolbar via reverse proxy, captures element context, previews diffs, and applies approved changes in real time."
closed_unmerged,JMcrafter26/awesome-ai-tools,22,https://github.com/JMcrafter26/awesome-ai-tools/pull/22,Add OpenMagic,closed,,Kalmuraee/awesome-ai-tools-8,openmagic-add,2,high,63,False,False,2026-07-26T18:40:44Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
closed_unmerged,JMcrafter26/awesome-ai-tools,23,https://github.com/JMcrafter26/awesome-ai-tools/pull/23,Add OpenMagic to code assistants,closed,,Kalmuraee/awesome-ai-tools-8,openmagic-code-assistants,2,high,63,False,False,2026-07-26T18:40:44Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - Browser-side AI coding toolbar for live web app edits, context capture, and approved diffs. ![Stars](https://img.shields.io/github/stars/Kalmuraee/OpenMagic?style=flat-square)"
keep_open,0voice/awesome-ai-tools,8,https://github.com/0voice/awesome-ai-tools/pull/8,Add OpenMagic to browser plugins,open,,Kalmuraee/awesome-ai-tools-3,openmagic-browser-plugin,3,high,429,False,False,2026-04-18T12:29:23Z,README.md,| OpenMagic | AI 驱动的浏览器侧编码工具栏，捕获页面上下文并在确认后应用 diff | 免费 | 中 | 需要在真实 Web 应用中快速编辑与验证的开发者 | [点击进入](https://github.com/Kalmuraee/OpenMagic) |
keep_open,abdulwasea89/awesome-ai-agents-and-agentic-ai-apps,3,https://github.com/abdulwasea89/awesome-ai-agents-and-agentic-ai-apps/pull/3,Add OpenMagic,open,,Kalmuraee/awesome-ai-agents-and-agentic-ai-apps,openmagic-add,1,medium,9,False,False,2025-10-08T12:48:30Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
keep_open,ai-agents-simplified/Awesome-AI-Tools,2,https://github.com/ai-agents-simplified/Awesome-AI-Tools/pull/2,Add OpenMagic to featured AI tools,open,,Kalmuraee/Awesome-AI-Tools-10,openmagic-featured,2,high,2,False,False,2025-03-30T21:47:44Z,README.md,"| [OpenMagic](https://github.com/Kalmuraee/OpenMagic) | AI-powered coding toolbar for any web app that captures element context, previews diffs, and applies approved changes through a reverse proxy. | Automation & Productivity |"
keep_open,AI-Tools-Inc/awesome-ai-tools,19,https://github.com/AI-Tools-Inc/awesome-ai-tools/pull/19,Add OpenMagic to AI developer tools,open,,Kalmuraee/awesome-ai-tools-5,openmagic-ai-developer-tools,2,high,45,False,False,2024-08-25T00:31:31Z,README.md,- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) - Browser-side AI coding toolbar for live web app edits with context capture and approved diffs. [![link]](https://github.com/Kalmuraee/OpenMagic)
keep_open,altengineer/awesome-ai-repositories,18,https://github.com/altengineer/awesome-ai-repositories/pull/18,Add OpenMagic to Copilot Development,open,,Kalmuraee/awesome-ai-repositories,openmagic-copilot-development,2,medium,136,False,False,2025-03-20T05:02:48Z,README.md,"| [OpenMagic](https://github.com/Kalmuraee/OpenMagic) | <a href=https://github.com/Kalmuraee/OpenMagic><img src=""https://img.shields.io/github/stars/Kalmuraee/OpenMagic?style=social"" width=100/></a> |"
keep_open,alternbits/awesome-ai-agents,30,https://github.com/alternbits/awesome-ai-agents/pull/30,Add OpenMagic,open,,Kalmuraee/awesome-ai-agents-8,openmagic-add,1,medium,148,False,False,2026-02-02T13:48:07Z,README.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
keep_open,AntonOsika/awesome-open-ai-devtools,2,https://github.com/AntonOsika/awesome-open-ai-devtools/pull/2,Add OpenMagic to awesome-open-ai-devtools,open,,Kalmuraee/awesome-open-ai-devtools,openmagic-add,1,high,29,False,False,2023-12-01T10:53:59Z,readme.md,"- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) - AI-powered coding toolbar for any web app that captures element context, previews diffs, and applies approved changes through a reverse proxy."
keep_open,Bert2048/awesome-ai-agents,2,https://github.com/Bert2048/awesome-ai-agents/pull/2,Add OpenMagic,open,,Kalmuraee/awesome-ai-agents-4,openmagic-add,1,medium,2,False,False,2026-03-22T19:17:05Z,README.fr.md,"- **[OpenMagic](https://github.com/Kalmuraee/OpenMagic)** - AI-powered coding toolbar for any web app. Captures element context, previews diffs, and applies approved changes through a reverse proxy."
keep_open,buainoai/awesome-ai-devtools-multilingual,1,https://github.com/buainoai/awesome-ai-devtools-multilingual/pull/1,Add OpenMagic to awesome-ai-devtools-multilingual,open,,Kalmuraee/awesome-ai-devtools-multilingual,openmagic-add,10,high,0,False,False,2026-02-24T08:35:35Z,README.md,- [OpenMagic](https://github.com/Kalmuraee/OpenMagic) — 一个适用于任何 Web 应用的 AI 编码工具栏，通过反向代理注入悬浮栏，捕获元素上下文，预览 diff，并在确认后应用修改。
